Source Country,Vehicle ID,Brand *,Model *,Variant,Year From *,Year To,Body Type *,Segment,Drivetrain *,Seats,Battery kWh *,Battery Type,Mass kg *,Drag Cd *,Frontal A m2 *,Roll Cr,Drivetrain eff,Regen eff,Motor kW,Torque Nm,Top Speed kmh,0-100 sec,Cargo L,Towing kg,Length mm,Width mm,Height mm,Certified Range km *,Range Standard *,Real Range km *,Consumption Wh/km *,k_ref (derived),DC Plug *,AC Plug *,Peak DC kW *,Peak AC kW *,0-80pct min,V2L,V2G,SoC Min pct,SoC Max pct,Market Code *,Variant Note,Price local,Currency,Avail From,Heat Pump,Data Quality *,Data Source *,Source URL,Last Verified,Verified By,Notes,Battery Warranty Years,Battery Warranty Capacity Pct,tesla_supercharger_compat,Battery kWh usable,brand_norm,Drag Cd source,Mass kg source,Frontal A source,Roll Cr source,Drivetrain eff source,Regen eff source,Match method
Netherlands,NL-2024-0036,Peugeot,2008,,2024,2024.0,SUV,,BEV,,45.6,,1623.0,0.3,2.65,0.012,0.95,0.65,115.0,,,,,,,,,402.0,WLTP,,154.0,,CCS2,Type 2,100.0,9.2,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1165 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.peugeot.com/en/electric-vehicles/) | OEM harvest v6: Peugeot 2008 GT EV 54 kWh; 100 kW DC; 11 kW AC",8,70,False,31.92,Peugeot,CLASS-MED-SUV,ORIGINAL-KEPT,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0038,Dacia,Spring,,2024,2024.0,Hatch,,BEV,,26.8,LFP (CATL); 26.8 kWh small city car,1035.0,0.34,2.05,0.012,0.95,0.65,48.0,,,,,,3701.0,1583.0,1519.0,228.0,WLTP,,133.0,,CCS2,Type 2,30.0,6.6,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1139 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.dacia.co.uk/warranty) | OEM harvest v6: Dacia Spring Extreme 26.8 kWh; 30 kW DC; 6.6 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Dacia Spring — Fastned 30 kW peak (https://www.fastnedcharging.com/en/brands-overview) | KIT Zenodo v8: Dacia Spring — KIT 2025-11-03 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,18.76,Dacia,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0039,Volkswagen,Id.3 Pro 150 Kw,,2024,2024.0,Hatch,,BEV,,77.0,Lithium-ion,1815.0,0.263,2.36,0.012,0.95,0.65,170.0,,,,,,4264.0,1809.0,1564.0,430.0,WLTP,,153.0,,CCS2,Type 2,120.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1111 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.vw.com/en/electric-and-hybrid/warranty.html) | OEM harvest v6: VW ID.3 Pro S 77 kWh; 170 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: VW ID.3 — Fastned 170 kW peak (Pro S) (https://www.fastnedcharging.com/en/brands-overview) | KIT Zenodo v8: VW ID.3 — KIT 2025-11-06 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025)",8,70,False,53.9,Volkswagen,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0041,Mini,Cooper Se,MINI Cooper SE Classic (legacy F56),2024,2024.0,Hatch,,BEV,,39.0,Lithium-ion,1680.0,0.28,2.1,0.012,0.95,0.65,160.0,,,,,,3858.0,1756.0,1460.0,390.0,WLTP,,146.0,,CCS2,Type 2,50.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1073 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.miniusa.com/explore/owners/maintenance/warranty.html) | OEM harvest v6: MINI Cooper SE (2024+ J01) 54.2 kWh; 95 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: MINI Cooper SE — Fastned 95 kW peak (https://www.fastnedcharging.com/en/brands-overview) | KIT Zenodo v8: MINI Cooper E — KIT 2025-11-18 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025) | Audit annotate v9.2: physics ratio 1.46 >1.40 — likely WLTP wall-to-wheel charging loss inclusion (5-25% above battery-to-wheel is normal) | Trim populated v11: MINI Cooper SE Classic (legacy F56) matched by battery size",8,70,False,27.3,Mini,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0042,Kia,Ev9,,2024,2024.0,SUV,,BEV,,95.0,NMC pouch (SK On); 800V,2648.0,0.28,2.96,0.012,0.95,0.65,283.0,,,,,,5010.0,1980.0,1755.0,505.0,WLTP,,223.0,,CCS2,Type 2,210.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1044 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 10yr/70% (src: https://www.kia.com/us/en/owners-warranty.html) | OEM harvest v6: Kia EV9 Long Range 99.8 kWh; 230 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Kia EV9 — Fastned 233 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,66.5,Kia,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0045,Toyota,Toyota Bz4X,bZ4X AWD / XLE,2024,2024.0,SUV,,BEV,,71.4,NMC prismatic (Toyota / Panasonic JV); shared bZ platform,1980.0,0.28,2.61,0.012,0.95,0.65,150.0,,,,,,4690.0,1860.0,1650.0,503.0,WLTP,,147.0,,CCS2,Type 2,150.0,6.6,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1032 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 10yr/70% (src: https://www.toyota.com/owners/warranty/) | OEM harvest v6: Toyota bZ4X 71.4 kWh; 150 kW DC (post-2024 update); 6.6 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Toyota bZ4X — Fastned 150 kW peak (post-2024 update) (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model) | Trim populated v11: bZ4X AWD / XLE matched by battery size",10,70,False,49.98,Toyota,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0046,Mitsubishi,Mitsubishi Eclipse Cross,,2024,2024.0,SUV,,BEV,,13.8,NMC PHEV (GS Yuasa),1975.0,0.3,2.65,0.012,0.95,0.65,72.0,,,,,,,,,,,,175.0,,CCS2,Type 2,22.0,3.7,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=1017 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.mitsubishi-motors.com/en/showroom/electric-cars/) | OEM harvest v6: Mitsubishi Eclipse Cross PHEV 13.8 kWh; 22 kW DC; 3.7 kW AC | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,9.66,Mitsubishi,CLASS-MED-SUV,ORIGINAL-KEPT,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0047,Bmw,I4 Edrive40,eDrive40 / M50,2024,2024.0,Sedan,,BEV,,81.3,Lithium-ion,2125.0,0.24,2.27,0.012,0.95,0.65,250.0,,,,,,4783.0,1852.0,1448.0,566.0,WLTP,,167.0,,CCS2,Type 2,131.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=990 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW i4 eDrive40/M50 83.9 kWh; 205 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW i4 — Fastned 200 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Trim populated v9.2 (Audit Fix #3): eDrive40 / M50 matched by battery size",8,70,False,56.91,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0048,Volvo,C40,,2024,2024.0,SUV,,BEV,,78.0,NMC pouch (LG Energy Solution / CATL),2095.0,0.32,2.55,0.012,0.95,0.65,185.0,,,,,,4440.0,1873.0,1591.0,572.0,WLTP,,165.0,,CCS2,Type 2,200.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=962 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.volvocars.com/us/support/manuals/warranty-information) | OEM harvest v6: Volvo C40 Recharge 78 kWh; 200 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Volvo C40 Recharge — Fastned 200 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,54.6,Volvo,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0049,Mini,Cooper E,,2024,2024.0,Hatch,,BEV,,36.6,Lithium-ion,1615.0,0.3,2.3,0.012,0.95,0.65,135.0,,,,,,3858.0,1756.0,1460.0,297.0,WLTP,,142.0,,CCS2,Type 2,37.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=958 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.miniusa.com/explore/owners/maintenance/warranty.html) | KIT Zenodo v8: MINI Cooper E — KIT 2025-11-18 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025)",8,70,False,25.62,Mini,CLASS-MED-Hatch,ORIGINAL-KEPT,CLASS-MED-Hatch,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0051,Land Rover,Range Rover Sport,,2024,2024.0,SUV,,BEV,,38.2,NMC PHEV (LG); 38.2 kWh traction,2735.0,0.3,2.65,0.012,0.95,0.65,294.0,,,,,,,,,116.0,WLTP,,283.0,,CCS2,Type 2,50.0,7.0,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=899 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.landrover.com/electric-vehicles/) | OEM harvest v6: Range Rover P550e/P440e PHEV 38.2 kWh; 50 kW DC; 7 kW AC | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,26.74,Land Rover,CLASS-MED-SUV,ORIGINAL-KEPT,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0053,Mini,Countryman E,,2024,2024.0,SUV,,BEV,,64.6,Lithium-ion,1940.0,0.27,2.55,0.012,0.95,0.65,150.0,,,,,,4433.0,1843.0,1656.0,442.0,WLTP,,167.0,,CCS2,Type 2,65.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=858 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.miniusa.com/explore/owners/maintenance/warranty.html) | OEM harvest v6: MINI Countryman SE ALL4 64.7 kWh; 130 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: MINI Countryman SE — Fastned 130 kW peak (https://www.fastnedcharging.com/en/brands-overview)",8,70,False,45.22,Mini,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0054,Porsche,Cayenne E-Hybrid,,2024,2024.0,SUV,,BEV,,25.9,,2530.0,0.3,2.65,0.012,0.95,0.65,224.0,,,,,,,,,,,,292.0,,CCS2,Type 2,50.0,11.0,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=838 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Cayenne E-Hybrid (2024+) 25.9 kWh; 50 kW DC; 11 kW AC",8,70,False,18.13,Porsche,CLASS-MED-SUV,ORIGINAL-KEPT,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0055,Bmw,I4 Edrive35,eDrive35,2024,2024.0,Sedan,,BEV,,67.1,Lithium-ion,2065.0,0.24,2.27,0.012,0.95,0.65,210.0,,,,,,4783.0,1852.0,1448.0,472.0,WLTP,,162.0,,CCS2,Type 2,95.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=819 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW i4 eDrive40/M50 83.9 kWh; 205 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW i4 — Fastned 200 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Trim populated v9.2 (Audit Fix #3): eDrive35 matched by battery size",8,70,False,46.97,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0056,Mercedes-Benz,Cla 250 E,,2024,2024.0,Sedan,,BEV,,85.0,Lithium-ion,1740.0,0.21,2.27,0.012,0.95,0.65,120.0,,,,,,4723.0,1855.0,1468.0,685.0,,,174.0,,CCS2,Type 2,235.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=807 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 10yr/70% (src: https://www.mercedes-benz.com/en/vehicles/passenger-cars/eqs/warranty/) | OEM harvest v6: Mercedes CLA EQ Tech 85 kWh; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Mercedes CLA EQ Tech — Fastned 320 kW peak (800V MMA) (https://www.fastnedcharging.com/en/brands-overview) | Range backfill v9.1: WLTP-equivalent from OEM brochure (audit-driven fix) | Audit annotate v9.2: physics ratio 1.40 >1.40 — likely WLTP wall-to-wheel charging loss inclusion (5-25% above battery-to-wheel is normal)",10,70,False,59.5,Mercedes-Benz,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0058,Bmw,Ix3,,2024,2024.0,SUV,,BEV,,73.9,NMC811 prismatic (CATL); Neue Klasse round-cell from 2025,2270.0,0.29,2.63,0.012,0.95,0.65,210.0,,,,,,4734.0,1891.0,1668.0,461.0,WLTP,,180.0,,CCS2,Type 2,112.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=759 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW iX3 80 kWh; 150 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW iX3 — Fastned 150 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,51.73,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0059,Xpeng,G9,,2024,2024.0,SUV,,BEV,,98.0,NMC (CATL) — 800V XPower,2305.0,0.272,2.74,0.012,0.95,0.65,230.0,,,,,,4891.0,1937.0,1680.0,520.0,WLTP,,194.0,,CCS2,Type 2,300.0,11.0,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=756 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://en.xpeng.com/owner/warranty) | OEM harvest v6: XPENG G9 Long Range 98 kWh; 300 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: XPENG G9 — Fastned 300 kW peak (800V) (https://www.fastnedcharging.com/en/brands-overview) | China MIIT v9: XPENG G9 LR 98 kWh CATL NMC; 800V; 300 kW DC peak.",8,70,False,68.6,XPeng,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0060,Cupra,Born 170 Kw 60/63 Kwh,,2024,2024.0,Hatch,,BEV,,58.0,NMC prismatic (CATL),1841.0,0.262,2.34,0.012,0.95,0.65,170.0,,,,,,4322.0,1809.0,1540.0,426.0,WLTP,,156.0,,CCS2,Type 2,124.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=742 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.cupraofficial.com/electric-vehicles) | OEM harvest v6: Cupra Born VZ 82 kWh; 170 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Cupra Born VZ — Fastned 170 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,40.6,Cupra,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0061,Ford,Mustang Mach-E,Extended Range,2024,2024.0,SUV,,BEV,,88.0,NMC pouch (LG Energy Solution / SK On); LFP variant (CATL) for SR,2166.0,0.29,2.59,0.012,0.95,0.65,221.0,,,,,,4713.0,1881.0,1623.0,470.0,WLTP,,178.0,,CCS2,Type 2,148.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=726 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.ford.com/support/warranties/) | OEM harvest v6: Ford Mustang Mach-E Extended Range 91 kWh; 150 kW DC; 10.5 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Ford Mustang Mach-E — Fastned 150 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Trim populated v9.2 (Audit Fix #3): Extended Range matched by battery size | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,61.6,Ford,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
Netherlands,NL-2024-0063,Toyota,Toyota C-Hr,,2024,2024.0,SUV,,BEV,,13.6,NMC PHEV (Toyota / Panasonic); 13.6 kWh traction,1720.0,0.3,2.65,0.012,0.95,0.65,111.0,,,,,,,,,,,,151.0,,CCS2,Type 2,0.0,6.6,,,,10.0,80.0,NL,,,,,,Partial-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=697 registrations, median values); Cd, Frontal A: not in source | Battery warranty: 10yr/70% (src: https://www.toyota.com/owners/warranty/) | OEM harvest v6: Toyota C-HR PHEV (EU) 13.6 kWh; AC only 6.6 kW | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,9.52,Toyota,CLASS-MED-SUV,ORIGINAL-KEPT,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
Netherlands,NL-2024-0064,Opel,Astra Sports Tourer,,2024,2024.0,Hatch,,BEV,,50.8,Lithium-ion,1746.0,0.27,2.3,0.012,0.95,0.65,115.0,,,,,,4642.0,1860.0,1480.0,416.0,,,151.0,,CCS2,Type 2,85.0,11.0,,,,10.0,80.0,NL,,,,,,Verified-EEA,EEA CO2 Monitoring 2024 + open-ev-data,"https://co2cars.apps.eea.europa.eu/ (year=2024, country=NL)",2026-05-06,EEA regulator data,"Mass, consumption, range, motor kW from EEA (n=695 registrations, median values); Battery/charging from open-ev-data (cross-checked vs EEA where possible); Cd, Frontal A: not in source | Battery warranty: 8yr/70% (src: https://www.opel.com/electric-mobility/electric-cars.html) | OEM harvest v6: Opel Astra Electric 54 kWh; 100 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Opel Astra Electric — Fastned 100 kW peak (https://www.fastnedcharging.com/en/brands-overview) | Range backfill v9.1: WLTP-equivalent from OEM brochure (audit-driven fix)",8,70,False,35.56,Opel,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
