battery_id,archive,discharge_number,mat_cycle_index,capacity_ah,soh_vs_initial,soh_vs_2ah_rated,ambient_temp_c,mean_cell_temp_c,duration_s
B0007,1. BatteryAgingARC-FY08Q4.zip,81,281,1.615823510161921,0.8544573379066747,0.8079117550809605,24.0,32.41813169746276,3094.328
B0007,1. BatteryAgingARC-FY08Q4.zip,82,285,1.61672418029789,0.8549336177737964,0.808362090148945,24.0,32.64044972789331,3086.531
B0007,1. BatteryAgingARC-FY08Q4.zip,83,289,1.6108655863730026,0.851835557535501,0.8054327931865013,24.0,32.56399373078006,3085.625
B0007,1. BatteryAgingARC-FY08Q4.zip,84,293,1.6006603374309376,0.8464389595847521,0.8003301687154688,24.0,32.28305350922276,3067.203
B0007,1. BatteryAgingARC-FY08Q4.zip,85,297,1.5959174487005663,0.8439308910654777,0.7979587243502831,24.0,32.06065237439007,3058.157
B0007,1. BatteryAgingARC-FY08Q4.zip,86,301,1.5962179519462243,0.8440897990165642,0.7981089759731121,24.0,32.365261126964526,3058.812
B0007,1. BatteryAgingARC-FY08Q4.zip,87,305,1.5958065114633972,0.8438722267771133,0.7979032557316986,24.0,32.68851871366292,3058.578
B0007,1. BatteryAgingARC-FY08Q4.zip,88,309,1.5906507821480704,0.8411458456358337,0.7953253910740352,24.0,32.747733642524246,3049.328
B0007,1. BatteryAgingARC-FY08Q4.zip,89,312,1.6888211161855506,0.893058917673428,0.8444105580927753,24.0,32.50500516961017,3177.219
B0007,1. BatteryAgingARC-FY08Q4.zip,90,315,1.6259938279733204,0.8598354640622486,0.8129969139866602,24.0,32.91993878980996,3082.937
B0007,1. BatteryAgingARC-FY08Q4.zip,91,319,1.6157433862812898,0.8544149679093845,0.8078716931406449,24.0,32.948305858317944,3074.266
B0007,1. BatteryAgingARC-FY08Q4.zip,92,323,1.6056626764846538,0.8490842270191371,0.8028313382423269,24.0,32.76906651915661,3066.0
B0007,1. BatteryAgingARC-FY08Q4.zip,93,327,1.5949746921524348,0.8434323556466374,0.7974873460762174,24.0,32.59734424608833,3056.437
B0007,1. BatteryAgingARC-FY08Q4.zip,94,331,1.5904102438871945,0.8410186475348281,0.7952051219435973,24.0,32.52349894408369,3048.219
B0007,1. BatteryAgingARC-FY08Q4.zip,95,335,1.5853517062988178,0.8383436619721834,0.7926758531494089,24.0,32.578228834731775,3039.218
B0007,1. BatteryAgingARC-FY08Q4.zip,96,339,1.5799737147242376,0.8354997471911441,0.7899868573621188,24.0,32.62728298499839,3039.047
B0007,1. BatteryAgingARC-FY08Q4.zip,97,343,1.5752185465278068,0.8329851852152426,0.7876092732639034,24.0,32.652115712561326,3030.375
B0007,1. BatteryAgingARC-FY08Q4.zip,98,347,1.569798484648868,0.8301190234003898,0.784899242324434,24.0,32.64767456395258,3021.0
B0007,1. BatteryAgingARC-FY08Q4.zip,99,351,1.5702565375950357,0.830361244595057,0.7851282687975178,24.0,32.6993879231031,3021.75
B0007,1. BatteryAgingARC-FY08Q4.zip,100,355,1.565249873909438,0.8277136902689282,0.782624936954719,24.0,32.724576765133094,3012.265
B0007,1. BatteryAgingARC-FY08Q4.zip,101,359,1.559633933561147,0.8247439467235069,0.7798169667805736,24.0,32.70434030242972,3002.641
B0007,1. BatteryAgingARC-FY08Q4.zip,102,363,1.5649820533392105,0.8275720651161599,0.7824910266696052,24.0,32.74051962267582,3012.0
B0007,1. BatteryAgingARC-FY08Q4.zip,103,366,1.57497949984227,0.8328587758683834,0.787489749921135,24.0,33.38712825139849,3020.11
B0007,1. BatteryAgingARC-FY08Q4.zip,104,370,1.5652811168780458,0.8277302117414882,0.7826405584390229,24.0,33.270627344923426,3002.172000000006
B0007,1. BatteryAgingARC-FY08Q4.zip,105,374,1.559755497470126,0.8248082304608076,0.779877748735063,24.0,33.115074143665915,2992.703
B0007,1. BatteryAgingARC-FY08Q4.zip,106,378,1.549897685670499,0.8195953593923267,0.7749488428352495,24.0,32.90572814040102,2964.468
B0007,1. BatteryAgingARC-FY08Q4.zip,107,382,1.5438771531345021,0.8164116650277282,0.7719385765672511,24.0,32.953112654161664,2983.375
B0007,1. BatteryAgingARC-FY08Q4.zip,108,386,1.5450187488690073,0.8170153478223752,0.7725093744345036,24.0,33.2282109237263,2975.297
B0007,1. BatteryAgingARC-FY08Q4.zip,109,390,1.5445940154102908,0.816790746176111,0.7722970077051454,24.0,33.361342590516294,2974.9850000000006
B0007,1. BatteryAgingARC-FY08Q4.zip,110,394,1.5343086721758876,0.8113517938745419,0.7671543360879438,24.0,33.12431679486816,2966.25
B0007,1. BatteryAgingARC-FY08Q4.zip,111,398,1.5287603942958483,0.8084178306554588,0.7643801971479242,24.0,32.991553593266204,2956.359
B0007,1. BatteryAgingARC-FY08Q4.zip,112,402,1.5289260249179843,0.8085054171397351,0.7644630124589922,24.0,33.2318318845246,2956.344
B0007,1. BatteryAgingARC-FY08Q4.zip,113,406,1.529091650133123,0.8085930007647584,0.7645458250665615,24.0,33.5098123920945,2956.406
B0007,1. BatteryAgingARC-FY08Q4.zip,114,410,1.5239059324661248,0.8058507616000151,0.7619529662330624,24.0,33.382402850667845,2947.266
B0007,1. BatteryAgingARC-FY08Q4.zip,115,414,1.5186675419100615,0.8030806686899293,0.7593337709550307,24.0,33.17829959346276,2937.984
B0007,1. BatteryAgingARC-FY08Q4.zip,116,418,1.5136482266426952,0.8004264241301146,0.7568241133213476,24.0,33.01591345323486,2929.125
B0007,1. BatteryAgingARC-FY08Q4.zip,117,422,1.5136050185229033,0.8004035754125528,0.7568025092614517,24.0,33.271000362987586,2928.454
B0007,1. BatteryAgingARC-FY08Q4.zip,118,426,1.5139470614867965,0.8005844498202711,0.7569735307433982,24.0,33.61966967517867,2929.375
B0007,1. BatteryAgingARC-FY08Q4.zip,119,430,1.5339599193158786,0.8111673712327889,0.7669799596579393,24.0,33.29697162630193,2946.031
B0007,1. BatteryAgingARC-FY08Q4.zip,120,432,1.5391372798653098,0.8139051911027366,0.7695686399326549,24.0,33.393130865360554,2955.438
B0007,1. BatteryAgingARC-FY08Q4.zip,121,436,1.5236247972838737,0.8057020955991137,0.7618123986419368,24.0,33.13820710362847,2937.625
B0007,1. BatteryAgingARC-FY08Q4.zip,122,440,1.5135813035589147,0.8003910347947992,0.7567906517794574,24.0,32.84069778843796,2929.078
B0007,1. BatteryAgingARC-FY08Q4.zip,123,444,1.5077850749847914,0.797325953734772,0.7538925374923957,24.0,32.75739655594484,2918.375
B0007,1. BatteryAgingARC-FY08Q4.zip,124,448,1.5031960676037333,0.7948992586125676,0.7515980338018666,24.0,32.77234087259374,2919.812
B0007,1. BatteryAgingARC-FY08Q4.zip,125,452,1.4978220596995881,0.7920574504207775,0.7489110298497941,24.0,32.720417557744895,2900.422
B0007,1. BatteryAgingARC-FY08Q4.zip,126,456,1.492848534633516,0.7894274199989884,0.746424267316758,24.0,32.710022803073514,2901.375
B0007,1. BatteryAgingARC-FY08Q4.zip,127,460,1.492414389867026,0.7891978415957107,0.746207194933513,24.0,32.62076759783716,2901.187
B0007,1. BatteryAgingARC-FY08Q4.zip,128,464,1.487482776538081,0.7865899743564149,0.7437413882690405,24.0,32.57651826255201,2891.64
B0007,1. BatteryAgingARC-FY08Q4.zip,129,468,1.482535148640411,0.783973638515397,0.7412675743202055,24.0,32.58396494906228,2882.906
B0007,1. BatteryAgingARC-FY08Q4.zip,130,472,1.4827874322228984,0.7841070476141841,0.7413937161114492,24.0,32.623742674615976,2883.265
B0007,1. BatteryAgingARC-FY08Q4.zip,131,476,1.476971179775059,0.7810313778074761,0.7384855898875295,24.0,32.58599202496769,2882.969
B0007,1. BatteryAgingARC-FY08Q4.zip,132,480,1.4819015554137276,0.7836385905485969,0.7409507777068638,24.0,32.864544723781215,2891.656
B0007,1. BatteryAgingARC-FY08Q4.zip,133,482,1.4981366198874824,0.792223791768746,0.7490683099437412,24.0,33.079651096902374,2901.25
B0007,1. BatteryAgingARC-FY08Q4.zip,134,484,1.4820775214392872,0.7837316424573085,0.7410387607196436,24.0,32.932141650182686,2891.703
B0007,1. BatteryAgingARC-FY08Q4.zip,135,488,1.4771155312812152,0.7811077117652985,0.7385577656406076,24.0,32.755748003791545,2883.016
B0007,1. BatteryAgingARC-FY08Q4.zip,136,492,1.4720772783056488,0.7784434528297595,0.7360386391528244,24.0,32.52965474617847,2873.453
B0007,1. BatteryAgingARC-FY08Q4.zip,137,496,1.472248013656454,0.778533738725724,0.736124006828227,24.0,32.848065199041,2874.031
B0007,1. BatteryAgingARC-FY08Q4.zip,138,500,1.4670106672274665,0.7757641979564112,0.7335053336137333,24.0,33.072327061961936,2874.234
B0007,1. BatteryAgingARC-FY08Q4.zip,139,504,1.4617672495335379,0.7729914466651281,0.7308836247667689,24.0,32.85096451719535,2864.984
B0007,1. BatteryAgingARC-FY08Q4.zip,140,508,1.4566952670489708,0.7703093513592872,0.7283476335244854,24.0,32.572302329954546,2855.093
B0007,1. BatteryAgingARC-FY08Q4.zip,141,512,1.451354972758956,0.7674853711324945,0.725677486379478,24.0,32.450684441760906,2855.625
B0007,1. BatteryAgingARC-FY08Q4.zip,142,516,1.451615926257375,0.7676233649357621,0.7258079631286875,24.0,32.7394359440147,2855.594
B0007,1. BatteryAgingARC-FY08Q4.zip,143,520,1.4468161332173683,0.7650852050701119,0.7234080666086842,24.0,32.775898242252914,2847.437
B0007,1. BatteryAgingARC-FY08Q4.zip,144,524,1.4467570607768785,0.7650539672029023,0.7233785303884392,24.0,32.5817324044051,2847.36
B0007,1. BatteryAgingARC-FY08Q4.zip,145,528,1.4413797481446793,0.7622104114507394,0.7206898740723396,24.0,32.35021153014993,2837.328
B0007,1. BatteryAgingARC-FY08Q4.zip,146,532,1.4362456252208178,0.7594954559011889,0.7181228126104089,24.0,32.28754240914786,2837.281
B0007,1. BatteryAgingARC-FY08Q4.zip,147,536,1.4368154153924828,0.759796764422933,0.7184077076962414,24.0,32.603239183227075,2838.515
B0007,1. BatteryAgingARC-FY08Q4.zip,148,540,1.4362945145860047,0.7595213088960034,0.7181472572930023,24.0,32.61208344144242,2828.328
B0007,1. BatteryAgingARC-FY08Q4.zip,149,544,1.4418575315878015,0.7624630662526647,0.7209287657939007,24.0,32.26742656599958,2838.265
B0007,1. BatteryAgingARC-FY08Q4.zip,150,547,1.4672063484781797,0.7758676753965592,0.7336031742390898,24.0,32.637733704417855,2864.547
B0007,1. BatteryAgingARC-FY08Q4.zip,151,551,1.4518640367848885,0.7677545672975996,0.7259320183924443,24.0,32.665258715232376,2846.39
B0007,1. BatteryAgingARC-FY08Q4.zip,152,555,1.4471379752748499,0.7652553971151791,0.7235689876374249,24.0,32.502652632323915,2837.969
B0007,1. BatteryAgingARC-FY08Q4.zip,153,559,1.441790586562399,0.7624276653144856,0.7208952932811995,24.0,32.446842086875606,2838.156
B0007,1. BatteryAgingARC-FY08Q4.zip,154,563,1.431630947911111,0.7570551863639823,0.7158154739555554,24.0,32.39361892904713,2829.843
B0007,1. BatteryAgingARC-FY08Q4.zip,155,567,1.4318084249673686,0.7571490373149529,0.7159042124836843,24.0,32.417221778010834,2829.625
B0007,1. BatteryAgingARC-FY08Q4.zip,156,571,1.4262562585106868,0.7542130177927987,0.7131281292553434,24.0,32.40094040453025,2819.437
B0007,1. BatteryAgingARC-FY08Q4.zip,157,575,1.4260877528924913,0.7541239109930523,0.7130438764462457,24.0,32.36314241861482,2819.579
B0007,1. BatteryAgingARC-FY08Q4.zip,158,579,1.4212633510031694,0.7515727378176299,0.7106316755015847,24.0,32.382600705235255,2810.672
B0007,1. BatteryAgingARC-FY08Q4.zip,159,583,1.4163272748795108,0.7489625106252409,0.7081636374397554,24.0,32.4323818014572,2811.485
B0007,1. BatteryAgingARC-FY08Q4.zip,160,587,1.4165781829175994,0.7490951923277513,0.7082890914587997,24.0,32.48861829940489,2802.422
B0007,1. BatteryAgingARC-FY08Q4.zip,161,591,1.4108401729425177,0.7460608976183626,0.7054200864712589,24.0,32.524062377970175,2801.625
B0007,1. BatteryAgingARC-FY08Q4.zip,162,595,1.4109949628347804,0.7461427514584917,0.7054974814173902,24.0,32.482615965621896,2802.031
B0007,1. BatteryAgingARC-FY08Q4.zip,163,599,1.4061714290398801,0.7435920373366998,0.7030857145199401,24.0,32.46389583182878,2793.39
B0007,1. BatteryAgingARC-FY08Q4.zip,164,603,1.4063358479692922,0.7436789830704655,0.7031679239846461,24.0,32.55681404542561,2793.39
B0007,1. BatteryAgingARC-FY08Q4.zip,165,607,1.4004552399066514,0.7405692816217144,0.7002276199533257,24.0,32.576296430484255,2792.485
B0007,1. BatteryAgingARC-FY08Q4.zip,166,611,1.4217865046055154,0.7518493846367692,0.7108932523027577,24.0,32.81804879809979,2802.016
B0007,1. BatteryAgingARC-FY08Q4.zip,167,613,1.4324552720625434,0.7574910940083355,0.7162276360312717,24.0,32.92941193334214,2820.39
B0018,1. BatteryAgingARC-FY08Q4.zip,0,2,1.8550045207910817,1.0,0.9275022603955408,24.0,31.773285281389256,3434.891
B0018,1. BatteryAgingARC-FY08Q4.zip,1,6,1.8431955317089987,0.993633983664338,0.9215977658544994,24.0,31.924891594728642,3425.485
B0018,1. BatteryAgingARC-FY08Q4.zip,2,10,1.8396018424355423,0.9916966895859797,0.9198009212177711,24.0,31.31691283374216,3410.375
B0018,1. BatteryAgingARC-FY08Q4.zip,3,14,1.8306736044962053,0.9868836350412233,0.9153368022481027,24.0,30.821190751176527,3404.719
B0018,1. BatteryAgingARC-FY08Q4.zip,4,17,1.8327002069419656,0.9879761404357094,0.9163501034709828,24.0,31.95346971511436,3417.641
B0018,1. BatteryAgingARC-FY08Q4.zip,5,19,1.8285288846046388,0.9857274546289774,0.9142644423023194,24.0,32.02311236185272,3411.766
B0018,1. BatteryAgingARC-FY08Q4.zip,6,21,1.8212011895697924,0.9817772243450524,0.9106005947848962,24.0,31.634533158077694,3399.516
B0018,1. BatteryAgingARC-FY08Q4.zip,7,23,1.8151700106433282,0.9785259228744274,0.9075850053216641,24.0,31.288194921595714,3388.75
B0018,1. BatteryAgingARC-FY08Q4.zip,8,26,1.8042980520967649,0.9726650430627023,0.9021490260483824,24.0,31.11122470608501,3380.406
B0018,1. BatteryAgingARC-FY08Q4.zip,9,29,1.8231002302844226,0.9828009634752517,0.9115501151422113,24.0,31.13166983979621,3404.141
B0018,1. BatteryAgingARC-FY08Q4.zip,10,31,1.8121253520255494,0.9768846014740459,0.9060626760127747,24.0,31.51305775907457,3396.141
B0018,1. BatteryAgingARC-FY08Q4.zip,11,33,1.8046916382117766,0.9728772183488541,0.9023458191058883,24.0,31.31102568785445,3384.094
B0018,1. BatteryAgingARC-FY08Q4.zip,12,35,1.790844349786295,0.9654123910288773,0.8954221748931475,24.0,30.893964711700164,3370.656
B0018,1. BatteryAgingARC-FY08Q4.zip,13,38,1.783470722841926,0.9614373996680884,0.891735361420963,24.0,30.540598970902945,3357.797
B0018,1. BatteryAgingARC-FY08Q4.zip,14,41,1.7809386125310702,0.9600723839592448,0.8904693062655351,24.0,30.82566018736547,3363.015
B0018,1. BatteryAgingARC-FY08Q4.zip,15,43,1.771209039672698,0.9548273439880091,0.885604519836349,24.0,31.451400678644536,3357.734
B0018,1. BatteryAgingARC-FY08Q4.zip,16,45,1.7686303996707076,0.9534372449488483,0.8843151998353538,24.0,31.518847747922937,3344.187
B0018,1. BatteryAgingARC-FY08Q4.zip,17,47,1.7536304801917124,0.9453510546938519,0.8768152400958562,24.0,31.11237289077096,3339.969
B0018,1. BatteryAgingARC-FY08Q4.zip,18,50,1.7462197416415093,0.9413560571253055,0.8731098708207546,24.0,30.586452588663985,3327.641
B0018,1. BatteryAgingARC-FY08Q4.zip,19,53,1.7376647337053737,0.9367442042482638,0.8688323668526868,24.0,30.242913021104116,3312.844
